"Subtype","host.target.pair","hits.count","host.acc.","phages.targeted","target.acc.","hosts.targeting","PPS_location","Spacers"
"I-E","GCF_000091765.1$HE956704$merged_1_1-36521_HE956704.1_PHAGE_Lactob_phiAQ113_NC_019782(56)",2,"GCF_000091765.1",1,"HE956704$merged_1_1-36521_HE956704.1_PHAGE_Lactob_phiAQ113_NC_019782(56)",2,35880,"c(5, 3)"
"I-E","GCF_900119545.1$MF415410$merged_MF415411$merged_MF415413$merged_MF476924",2,"GCF_900119545.1",1,"MF415410$merged_MF415411$merged_MF415413$merged_MF476924",2,4232,"c(5, 1)"
"I-C","GCF_000952805.1$6_3384181-3445958_CP006853.1_PHAGE_Pseudo_PAJU2(43)$merged_2_3384181-3440506_NC_023019_PHAGE_Pseudo_PAJU2_NC_011373(43)",2,"GCF_000952805.1",1,"6_3384181-3445958_CP006853.1_PHAGE_Pseudo_PAJU2(43)$merged_2_3384181-3440506_NC_023019_PHAGE_Pseudo_PAJU2_NC_011373(43)",3,24657,"c(5, 4)"
"I-F","GCF_000481305.1$6_3384181-3445958_CP006853.1_PHAGE_Pseudo_PAJU2(43)$merged_2_3384181-3440506_NC_023019_PHAGE_Pseudo_PAJU2_NC_011373(43)",3,"GCF_000481305.1",4,"6_3384181-3445958_CP006853.1_PHAGE_Pseudo_PAJU2(43)$merged_2_3384181-3440506_NC_023019_PHAGE_Pseudo_PAJU2_NC_011373(43)",3,13762,"c(4, 2, 1)"
"I-C","GCF_000225345.1$1_471386-501356_ADLR00000000_PHAGE_Clostr_PhiS63$RevComp$$merged_6_1303390-1334424_ABFY00000000_PHAGE_Clostr_PhiS63$RevComp$",3,"GCF_000225345.1",1,"1_471386-501356_ADLR00000000_PHAGE_Clostr_PhiS63$RevComp$$merged_6_1303390-1334424_ABFY00000000_PHAGE_Clostr_PhiS63$RevComp$",1,10924,"c(67, 25, 16)"
"I-E","GCF_000701085.1$JQ177063$RevComp$$merged_KY290953$RevComp$$merged_KY290954$RevComp$",3,"GCF_000701085.1",1,"JQ177063$RevComp$$merged_KY290953$RevComp$$merged_KY290954$RevComp$",1,39671,"c(37, 36, 16)"
"II-A","GCF_000747195.1$3300002641_____loc_101184611$RevComp$$merged_3300001481_____rank01_10054998$RevComp$",3,"GCF_000747195.1",2,"3300002641_____loc_101184611$RevComp$$merged_3300001481_____rank01_10054998$RevComp$",1,1539,"c(28, 27, 9)"
"II-A","GCF_000621945.1$3300002641_____loc_103955209$RevComp$$merged_3300001487_____rank36_10000978$RevComp$",2,"GCF_000621945.1",3,"3300002641_____loc_103955209$RevComp$$merged_3300001487_____rank36_10000978$RevComp$",1,25300,"c(18, 2)"
"I-E","GCF_001810085.1$1_2532933-2557112_ACLH00000000_PHAGE_Rhodoc_REQ3$RevComp$$merged_3_2176948-2190872_NC_012590_PHAGE_Burkho_phiE255$RevComp$",2,"GCF_001810085.1",3,"1_2532933-2557112_ACLH00000000_PHAGE_Rhodoc_REQ3$RevComp$$merged_3_2176948-2190872_NC_012590_PHAGE_Burkho_phiE255$RevComp$",2,1110,"c(13, 2)"
"II-A","GCF_000621945.1$3300002641_____loc_103954360$RevComp$$merged_3300001487_____rank36_10000017$RevComp$",2,"GCF_000621945.1",3,"3300002641_____loc_103954360$RevComp$$merged_3300001487_____rank36_10000017$RevComp$",1,22784,"c(13, 3)"
"II-C","GCF_000153485.2$3300012271_____Ga0136555_1000042$RevComp$$merged_3300012032_____Ga0136554_1000058$RevComp$",2,"GCF_000153485.2",1,"3300012271_____Ga0136555_1000042$RevComp$$merged_3300012032_____Ga0136554_1000058$RevComp$",1,24638,"c(8, 7)"
"I-E","GCF_002035225.1$KC911856$RevComp$$merged_KC911857$RevComp$$merged_JN391180$RevComp$$merged_JQ691610$RevComp$$merged_1_1-38661_JQ691610_PHAGE_Salmon_SPN1S_NC_016761(50)$RevComp$$merged_10_2805149-2855644_FM180568.1_PHAGE_Escher_TL_2011b_NC_019445(40)$merged_11_2811726-2855644_NC_011601_PHAGE_Entero_phiV10",2,"GCF_002035225.1",1,"KC911856$RevComp$$merged_KC911857$RevComp$$merged_JN391180$RevComp$$merged_JQ691610$RevComp$$merged_1_1-38661_JQ691610_PHAGE_Salmon_SPN1S_NC_016761(50)$RevComp$$merged_10_2805149-2855644_FM180568.1_PHAGE_Escher_TL_2011b_NC_019445(40)$merged_11_2811726-2855644_NC_011601_PHAGE_Entero_phiV10",1,4047,"c(5, 2)"
"I-E","GCF_000333035.1$KU998246$merged_KU998247$merged_KX557276$merged_KU998244",2,"GCF_000333035.1",2,"KU998246$merged_KU998247$merged_KX557276$merged_KU998244",1,32748,"c(55, 8)"
"I-B","GCF_001404595.1$3300014790_____Ga0134419_1000162$merged_3300014744_____Ga0134393_100103$RevComp$$merged_7000000464_____C1468576$RevComp$$merged_3300008676_____Ga0111520_100929$RevComp$",2,"GCF_001404595.1",2,"3300014790_____Ga0134419_1000162$merged_3300014744_____Ga0134393_100103$RevComp$$merged_7000000464_____C1468576$RevComp$$merged_3300008676_____Ga0111520_100929$RevComp$",1,22484,"c(21, 8)"
"I-E","GCF_002156265.1$AY052766$merged_MF188997$merged_1_17-40637_AY052766_PHAGE_Entero_ST64T_NC_004348(65)$merged_1_368797-410493_FN424405.1_PHAGE_Entero_ST64T_NC_004348(28)$merged_3_2293800-2335266_CP007534.1_PHAGE_Entero_ST64T_NC_004348(59)$merged_LT714109$merged_6_2482316-2523186_FM200053.1_PHAGE_Salmon_ST160_NC_014900(30)$RevComp$",2,"GCF_002156265.1",1,"AY052766$merged_MF188997$merged_1_17-40637_AY052766_PHAGE_Entero_ST64T_NC_004348(65)$merged_1_368797-410493_FN424405.1_PHAGE_Entero_ST64T_NC_004348(28)$merged_3_2293800-2335266_CP007534.1_PHAGE_Entero_ST64T_NC_004348(59)$merged_LT714109$merged_6_2482316-2523186_FM200053.1_PHAGE_Salmon_ST160_NC_014900(30)$RevComp$",1,6164,"c(21, 5)"
"I-F","GCF_000341565.1$AB008550$merged_Y13918$merged_1_362-34785_NC_003278_PHAGE_Pseudo_phiCTX$merged_6_5359600-5412475_NZ_HG974234.1_PHAGE_Pseudo_phiCTX_NC_003278(36)$merged_16_6073616-6113168_CP006853.1_PHAGE_Pseudo_phiCTX(35)$merged_6_6075250-6125559_NC_023019_PHAGE_Pseudo_phiCTX_NC_003278(35)$merged_5_6225265-6248155_CP006931.1_PHAGE_Pseudo_phiCTX_NC_003278(26)$merged_10_6283821-6305970_AP014646.1_PHAGE_Pseudo_phiCTX_NC_003278(24)$merged_2_776908-813630_AEVV00000000_PHAGE_Pseudo_phiCTX$merged_KM389402$RevComp$",2,"GCF_000341565.1",2,"AB008550$merged_Y13918$merged_1_362-34785_NC_003278_PHAGE_Pseudo_phiCTX$merged_6_5359600-5412475_NZ_HG974234.1_PHAGE_Pseudo_phiCTX_NC_003278(36)$merged_16_6073616-6113168_CP006853.1_PHAGE_Pseudo_phiCTX(35)$merged_6_6075250-6125559_NC_023019_PHAGE_Pseudo_phiCTX_NC_003278(35)$merged_5_6225265-6248155_CP006931.1_PHAGE_Pseudo_phiCTX_NC_003278(26)$merged_10_6283821-6305970_AP014646.1_PHAGE_Pseudo_phiCTX_NC_003278(24)$merged_2_776908-813630_AEVV00000000_PHAGE_Pseudo_phiCTX$merged_KM389402$RevComp$",1,21992,"c(14, 1)"
"I-C","GCF_001999335.1$AY027935$merged_1_523442-570597_CP002277_PHAGE_Haemop_HP2$merged_1_264-31312_NC_003315_PHAGE_Haemop_HP2$merged_2_1354004-1393499_AAZI00000000_PHAGE_Haemop_HP2$RevComp$$merged_10_1883700-1917715_AFQR00000000_PHAGE_Haemop_HP2$RevComp$$merged_1_83234-118141_NC_014920_PHAGE_Haemop_HP2$RevComp$",2,"GCF_001999335.1",1,"AY027935$merged_1_523442-570597_CP002277_PHAGE_Haemop_HP2$merged_1_264-31312_NC_003315_PHAGE_Haemop_HP2$merged_2_1354004-1393499_AAZI00000000_PHAGE_Haemop_HP2$RevComp$$merged_10_1883700-1917715_AFQR00000000_PHAGE_Haemop_HP2$RevComp$$merged_1_83234-118141_NC_014920_PHAGE_Haemop_HP2$RevComp$",1,932,"c(13, 6)"
"II-C","GCF_001406435.1$7000000300_____C1859853$merged_7000000289_____SRS024331_LANL_scaffold_50656$merged_7000000145_____SRS050422_LANL_scaffold_87783$merged_7000000038_____C4277111$merged_3300014963_____Ga0134523_1006021$merged_3300008497_____Ga0111011_100268$merged_3300007298_____Ga0104838_101865$merged_7000000526_____SRS019397_WUGC_scaffold_12780$RevComp$$merged_7000000475_____SRS020328_Baylor_scaffold_38705$RevComp$$merged_7000000081_____SRS017307_Baylor_scaffold_7371$RevComp$$merged_3300014556_____Ga0134403_100217$RevComp$$merged_3300007921_____Ga0111562_101561$RevComp$$merged_3300007804_____Ga0105665_100689$RevComp$$merged_3300007717_____Ga0105662_101331$RevComp$$merged_3300006739_____Ga0101793_100547$RevComp$$merged_3300014767_____Ga0134506_100561$RevComp$$merged_5_2699432-2727544_ADLQ00000000_PHAGE_Thermo_THSA_485A$RevComp$",2,"GCF_001406435.1",2,"7000000300_____C1859853$merged_7000000289_____SRS024331_LANL_scaffold_50656$merged_7000000145_____SRS050422_LANL_scaffold_87783$merged_7000000038_____C4277111$merged_3300014963_____Ga0134523_1006021$merged_3300008497_____Ga0111011_100268$merged_3300007298_____Ga0104838_101865$merged_7000000526_____SRS019397_WUGC_scaffold_12780$RevComp$$merged_7000000475_____SRS020328_Baylor_scaffold_38705$RevComp$$merged_7000000081_____SRS017307_Baylor_scaffold_7371$RevComp$$merged_3300014556_____Ga0134403_100217$RevComp$$merged_3300007921_____Ga0111562_101561$RevComp$$merged_3300007804_____Ga0105665_100689$RevComp$$merged_3300007717_____Ga0105662_101331$RevComp$$merged_3300006739_____Ga0101793_100547$RevComp$$merged_3300014767_____Ga0134506_100561$RevComp$$merged_5_2699432-2727544_ADLQ00000000_PHAGE_Thermo_THSA_485A$RevComp$",1,3052,"c(9, 8)"
"II-A","GCF_000147275.1$MF678789$merged_MF678790$RevComp$$merged_KX284704",2,"GCF_000147275.1",1,"MF678789$merged_MF678790$RevComp$$merged_KX284704",1,17634,"c(7, 1)"
"II-C","GCF_000413055.1$3300006928_____Ga0098041_1000476$merged_3300006737_____Ga0098037_1000788$merged_3300013753_____Ga0119809_1000749$merged_3300007542_____Ga0099846_1000802$merged_3300010153_____Ga0098059_1001277$merged_3300000115_____DelMOSum2011_c10002295$merged_3300011990_____Ga0119820_1001171$merged_3300007538_____Ga0099851_1001251$RevComp$$merged_3300006793_____Ga0098055_1001150$RevComp$$merged_3300006127_____Ga0007805_1000485$RevComp$$merged_3300008680_____Ga0111555_1000889$RevComp$$merged_3300007345_____Ga0070752_1001923$RevComp$$merged_3300006810_____Ga0070754_10003497$RevComp$$merged_3300004806_____Ga0007854_10000533$RevComp$$merged_3300013126_____Ga0172367_10003307$RevComp$$merged_3300011988_____Ga0119784_1000585$RevComp$$merged_5_4150471-4163754_AUXQ00000000_PHAGE_Salmon_ST64B_NC_004313(4)",2,"GCF_000413055.1",1,"3300006928_____Ga0098041_1000476$merged_3300006737_____Ga0098037_1000788$merged_3300013753_____Ga0119809_1000749$merged_3300007542_____Ga0099846_1000802$merged_3300010153_____Ga0098059_1001277$merged_3300000115_____DelMOSum2011_c10002295$merged_3300011990_____Ga0119820_1001171$merged_3300007538_____Ga0099851_1001251$RevComp$$merged_3300006793_____Ga0098055_1001150$RevComp$$merged_3300006127_____Ga0007805_1000485$RevComp$$merged_3300008680_____Ga0111555_1000889$RevComp$$merged_3300007345_____Ga0070752_1001923$RevComp$$merged_3300006810_____Ga0070754_10003497$RevComp$$merged_3300004806_____Ga0007854_10000533$RevComp$$merged_3300013126_____Ga0172367_10003307$RevComp$$merged_3300011988_____Ga0119784_1000585$RevComp$$merged_5_4150471-4163754_AUXQ00000000_PHAGE_Salmon_ST64B_NC_004313(4)",1,9612,"c(5, 1)"
"I-B","GCF_900155565.1$AJ312240$RevComp$$merged_JX120799$RevComp$$merged_3_1280020-1324451_AFGI00000000_PHAGE_Lister_2389$RevComp$$merged_2_2788764-2829859_AATL00000000_PHAGE_Lister_2389$RevComp$$merged_1_59-37572_NC_003291_PHAGE_Lister_2389$RevComp$$merged_1_1010370-1056852_CP006047.1_PHAGE_Lister_LP_030_2_NC_021539(47)$RevComp$",2,"GCF_900155565.1",3,"AJ312240$RevComp$$merged_JX120799$RevComp$$merged_3_1280020-1324451_AFGI00000000_PHAGE_Lister_2389$RevComp$$merged_2_2788764-2829859_AATL00000000_PHAGE_Lister_2389$RevComp$$merged_1_59-37572_NC_003291_PHAGE_Lister_2389$RevComp$$merged_1_1010370-1056852_CP006047.1_PHAGE_Lister_LP_030_2_NC_021539(47)$RevComp$",1,6381,"c(94, 32)"
"I-F","GCF_001038685.1$3_1131218-1178387_CP001113.1_PHAGE_Pectob_ZF40_NC_019522(15)$RevComp$$merged_3_1134740-1178387_NC_011080_PHAGE_Pectob_ZF40(15)$RevComp$$merged_2_1061094-1109848_CP000857.1_PHAGE_Gifsy_2_NC_010393(17)$RevComp$$merged_4_2068825-2111434_CP006055.1_PHAGE_Gifsy_1_NC_010392(23)$RevComp$$merged_6_2156443-2202153_NC_021902_PHAGE_Pectob_ZF40(15)$RevComp$$merged_6_2749431-2793713_AE017220.1_PHAGE_Gifsy_2_NC_010393(21)$merged_2_1344209-1392232_AEJH00000000_PHAGE_Gifsy_1(19)$merged_6_3417351-3470326_ABAO00000000_PHAGE_Salmon_ST64B(21)$RevComp$",2,"GCF_001038685.1",2,"3_1131218-1178387_CP001113.1_PHAGE_Pectob_ZF40_NC_019522(15)$RevComp$$merged_3_1134740-1178387_NC_011080_PHAGE_Pectob_ZF40(15)$RevComp$$merged_2_1061094-1109848_CP000857.1_PHAGE_Gifsy_2_NC_010393(17)$RevComp$$merged_4_2068825-2111434_CP006055.1_PHAGE_Gifsy_1_NC_010392(23)$RevComp$$merged_6_2156443-2202153_NC_021902_PHAGE_Pectob_ZF40(15)$RevComp$$merged_6_2749431-2793713_AE017220.1_PHAGE_Gifsy_2_NC_010393(21)$merged_2_1344209-1392232_AEJH00000000_PHAGE_Gifsy_1(19)$merged_6_3417351-3470326_ABAO00000000_PHAGE_Salmon_ST64B(21)$RevComp$",1,10310,"c(28, 9)"
"II-C","GCF_000479335.1$7000000681_____SRS018439_Baylor_scaffold_61252$merged_3300008420_____Ga0115228_100116$RevComp$$merged_3300008742_____Ga0115672_100090$RevComp$$merged_3300007711_____Ga0105642_1000257$RevComp$$merged_3300007295_____Ga0104867_1000135$merged_3300006260_____Ga0099518_100207$RevComp$",2,"GCF_000479335.1",2,"7000000681_____SRS018439_Baylor_scaffold_61252$merged_3300008420_____Ga0115228_100116$RevComp$$merged_3300008742_____Ga0115672_100090$RevComp$$merged_3300007711_____Ga0105642_1000257$RevComp$$merged_3300007295_____Ga0104867_1000135$merged_3300006260_____Ga0099518_100207$RevComp$",1,39096,"c(23, 1)"
"I-E","GCF_000215325.1$1_1553413-1593160_NC_007963_PHAGE_Pseudo_phiCTX$merged_AB276040$RevComp$$merged_1_353-38185_NC_009382_PHAGE_Ralsto_phiRSA1$RevComp$$merged_4_2084443-2125140_AL646052.1_PHAGE_Ralsto_phiRSA1_NC_009382(34)$merged_3_3266812-3307051_CP004012.1_PHAGE_Ralsto_phiRSA1_NC_009382(41)$merged_AB981169$RevComp$$merged_1_960-39647_NC_025115.1_PHAGE_Ralsto_RSY1_NC_025115(48)$RevComp$",2,"GCF_000215325.1",1,"1_1553413-1593160_NC_007963_PHAGE_Pseudo_phiCTX$merged_AB276040$RevComp$$merged_1_353-38185_NC_009382_PHAGE_Ralsto_phiRSA1$RevComp$$merged_4_2084443-2125140_AL646052.1_PHAGE_Ralsto_phiRSA1_NC_009382(34)$merged_3_3266812-3307051_CP004012.1_PHAGE_Ralsto_phiRSA1_NC_009382(41)$merged_AB981169$RevComp$$merged_1_960-39647_NC_025115.1_PHAGE_Ralsto_RSY1_NC_025115(48)$RevComp$",1,13772,"c(16, 14)"
"I-E","GCF_000487235.1$2_236873-287253_AOGQ00000000_PHAGE_Entero_phiV10_NC_007804(38)$RevComp$$merged_3_1387444-1437824_CP006923.1_PHAGE_Entero_phiV10_NC_007804(40)$RevComp$$merged_5_3818483-3867032_CP006918.1_PHAGE_Entero_phiV10_NC_007804(39)$merged_2_128686-187337_CP007729.1_PHAGE_Entero_phiV10_NC_007804(38)$RevComp$$merged_1_87577-129548_AYII01000004_PHAGE_Entero_phiV10_NC_007804(31)$RevComp$$merged_3_5354499-5399189_FO203355.1_PHAGE_Salmon_SPN1S$RevComp$",2,"GCF_000487235.1",1,"2_236873-287253_AOGQ00000000_PHAGE_Entero_phiV10_NC_007804(38)$RevComp$$merged_3_1387444-1437824_CP006923.1_PHAGE_Entero_phiV10_NC_007804(40)$RevComp$$merged_5_3818483-3867032_CP006918.1_PHAGE_Entero_phiV10_NC_007804(39)$merged_2_128686-187337_CP007729.1_PHAGE_Entero_phiV10_NC_007804(38)$RevComp$$merged_1_87577-129548_AYII01000004_PHAGE_Entero_phiV10_NC_007804(31)$RevComp$$merged_3_5354499-5399189_FO203355.1_PHAGE_Salmon_SPN1S$RevComp$",1,27125,"c(12, 4)"
"II-C","GCF_000387125.2$3_1324413-1345688_ABZG00000000_PHAGE_Pseudo_73$RevComp$$merged_3_1173303-1196475_ABZK00000000_PHAGE_Pseudo_73$RevComp$$merged_3_1349225-1366923_ABZM00000000_PHAGE_Pseudo_73$RevComp$$merged_4_1086433-1104397_CP002440_PHAGE_Pseudo_73$RevComp$",2,"GCF_000387125.2",1,"3_1324413-1345688_ABZG00000000_PHAGE_Pseudo_73$RevComp$$merged_3_1173303-1196475_ABZK00000000_PHAGE_Pseudo_73$RevComp$$merged_3_1349225-1366923_ABZM00000000_PHAGE_Pseudo_73$RevComp$$merged_4_1086433-1104397_CP002440_PHAGE_Pseudo_73$RevComp$",1,8416,"c(7, 1)"
"I-F","GCF_000931465.1$5_5122947-5163955_ACXZ00000000_PHAGE_Vibrio_vB_VpaM_MAR$RevComp$$merged_3_3824685-3865355_NC_004578_PHAGE_Vibrio_vB_VpaM_MAR$RevComp$$merged_2_5006419-5048489_CP003150_PHAGE_Vibrio_vB_VpaM_MAR$RevComp$",2,"GCF_000931465.1",1,"5_5122947-5163955_ACXZ00000000_PHAGE_Vibrio_vB_VpaM_MAR$RevComp$$merged_3_3824685-3865355_NC_004578_PHAGE_Vibrio_vB_VpaM_MAR$RevComp$$merged_2_5006419-5048489_CP003150_PHAGE_Vibrio_vB_VpaM_MAR$RevComp$",1,24246,"c(7, 4)"
"I-E","GCF_000973665.2$1_365545-408106_HF937208.1_PHAGE_Entero_ST104(44)$RevComp$$merged_1_368827-411388_AP011957.1_PHAGE_Entero_ST104_NC_005841(58)$RevComp$$merged_1_365543-408104_CP007581.1_PHAGE_Entero_ST104_NC_005841(53)$RevComp$$merged_7_3151192-3197997_CP006048.1_PHAGE_Entero_ST104_NC_005841(37)$merged_6_2677719-2720229_CP003836.1_PHAGE_Entero_ST104_NC_005841(58)$merged_1_13901-56402_AUVE01000013.1_PHAGE_Entero_ST104_NC_005841(56)$merged_5_2617434-2659772_NC_021984_PHAGE_Entero_ST104(59)$merged_1_293-52033_AUVD01000027.1_PHAGE_Salmon_SE1_NC_011802(42)$merged_AB102868$RevComp$$merged_DQ003260$RevComp$$merged_1_17-41349_AB102868_PHAGE_Entero_ST104_NC_005841(62)$RevComp$$merged_1_72945-116054_AUQU01000023_PHAGE_Salmon_SE1(60)$RevComp$$merged_1_387-41884_NC_011802_PHAGE_Salmon_SE1(67)$RevComp$$merged_1_134-43298_AOXF01000061.1_PHAGE_Entero_ST104_NC_005841(25)",2,"GCF_000973665.2",3,"1_365545-408106_HF937208.1_PHAGE_Entero_ST104(44)$RevComp$$merged_1_368827-411388_AP011957.1_PHAGE_Entero_ST104_NC_005841(58)$RevComp$$merged_1_365543-408104_CP007581.1_PHAGE_Entero_ST104_NC_005841(53)$RevComp$$merged_7_3151192-3197997_CP006048.1_PHAGE_Entero_ST104_NC_005841(37)$merged_6_2677719-2720229_CP003836.1_PHAGE_Entero_ST104_NC_005841(58)$merged_1_13901-56402_AUVE01000013.1_PHAGE_Entero_ST104_NC_005841(56)$merged_5_2617434-2659772_NC_021984_PHAGE_Entero_ST104(59)$merged_1_293-52033_AUVD01000027.1_PHAGE_Salmon_SE1_NC_011802(42)$merged_AB102868$RevComp$$merged_DQ003260$RevComp$$merged_1_17-41349_AB102868_PHAGE_Entero_ST104_NC_005841(62)$RevComp$$merged_1_72945-116054_AUQU01000023_PHAGE_Salmon_SE1(60)$RevComp$$merged_1_387-41884_NC_011802_PHAGE_Salmon_SE1(67)$RevComp$$merged_1_134-43298_AOXF01000061.1_PHAGE_Entero_ST104_NC_005841(25)",1,8215,"c(3, 1)"
"I-F","GCF_000582355.1$2_768048-834548_APRN01000036_PHAGE_Haemop_SuMu_NC_019455(13)$merged_1_298457-337718_JFYA01000003_PHAGE_Haemop_SuMu_NC_019455(12)$RevComp$$merged_1_1761-26063_APQP01000023_PHAGE_Burkho_BcepMu_NC_005882(13)$RevComp$",2,"GCF_000582355.1",4,"2_768048-834548_APRN01000036_PHAGE_Haemop_SuMu_NC_019455(13)$merged_1_298457-337718_JFYA01000003_PHAGE_Haemop_SuMu_NC_019455(12)$RevComp$$merged_1_1761-26063_APQP01000023_PHAGE_Burkho_BcepMu_NC_005882(13)$RevComp$",1,19547,"c(24, 17)"
"I-B","GCF_900176115.1$6_1987771-2018168_ADDP00000000_PHAGE_Entero_phiFL1A$merged_2_543988-570183_AEBJ00000000_PHAGE_Entero_phiEf11$RevComp$",2,"GCF_900176115.1",4,"6_1987771-2018168_ADDP00000000_PHAGE_Entero_phiFL1A$merged_2_543988-570183_AEBJ00000000_PHAGE_Entero_phiEf11$RevComp$",1,8956,"c(130, 63)"
"I-C","GCF_000013705.1$HE806280$merged_KP861231$merged_KJ817802$RevComp$$merged_KY829116$RevComp$$merged_KY670595",2,"GCF_000013705.1",1,"HE806280$merged_KP861231$merged_KJ817802$RevComp$$merged_KY829116$RevComp$$merged_KY670595",1,10158,"c(31, 9)"
"I-B","GCF_900155565.1$14_5647562-5681724_NC_022873_PHAGE_Bacill_phBC6A52_NC_004821(18)$merged_KX190835$RevComp$",2,"GCF_900155565.1",3,"14_5647562-5681724_NC_022873_PHAGE_Bacill_phBC6A52_NC_004821(18)$merged_KX190835$RevComp$",1,17426,"c(48, 34)"
"II-C","GCF_000020605.1$7000000193_____SRS048870_WUGC_scaffold_9606$merged_3300007296_____Ga0104830_101673$RevComp$",2,"GCF_000020605.1",2,"7000000193_____SRS048870_WUGC_scaffold_9606$merged_3300007296_____Ga0104830_101673$RevComp$",1,10055,"c(17, 3)"
"I-B","GCF_000155065.1$3_1809429-1853692_CP001083_PHAGE_Phage_OH2(18)$RevComp$$merged_3_1821938-1870504_AM412317_PHAGE_Clostr_phiC2(18)$RevComp$",2,"GCF_000155065.1",3,"3_1809429-1853692_CP001083_PHAGE_Phage_OH2(18)$RevComp$$merged_3_1821938-1870504_AM412317_PHAGE_Clostr_phiC2(18)$RevComp$",1,28537,"c(16, 8)"
"II-A","GCF_000288255.1$3300014583_____Ga0169827_10218$merged_3_2085555-2113602_AEQQ00000000_PHAGE_Lactob_phiAT3$RevComp$",2,"GCF_000288255.1",1,"3300014583_____Ga0169827_10218$merged_3_2085555-2113602_AEQQ00000000_PHAGE_Lactob_phiAT3$RevComp$",1,15241,"c(7, 6)"
"I-C","GCF_000503775.1$KT361654$merged_KT361656$merged_KT361657$merged_KT361655",2,"GCF_000503775.1",1,"KT361654$merged_KT361656$merged_KT361657$merged_KT361655",1,4549,"c(59, 46)"
"II-A","GCF_000306905.1$3_2463747-2517290_CP001602_PHAGE_Lister_A006$merged_2_2430478-2484890_CP001604.1_PHAGE_Lister_A006$merged_2_2315334-2344770_AFBU00000000_PHAGE_Lister_A006$merged_5_2406426-2446744_NC_003212_PHAGE_Lister_A006$merged_1_2107317-2161568_NC_021839_PHAGE_Lister_A006(34)$merged_DQ003642$RevComp$$merged_KP399677$RevComp$$merged_2_1678824-1721678_NC_021829_PHAGE_Lister_A006(33)$RevComp$$merged_2_784578-827436_NC_021827_PHAGE_Lister_A006(34)$RevComp$$merged_2_985338-1028879_AADR00000000_PHAGE_Lister_A006$RevComp$$merged_2_2385719-2428592_NC_021840_PHAGE_Lister_A006(34)$RevComp$$merged_1_28-38112_NC_009815_PHAGE_Lister_A006$RevComp$",2,"GCF_000306905.1",2,"3_2463747-2517290_CP001602_PHAGE_Lister_A006$merged_2_2430478-2484890_CP001604.1_PHAGE_Lister_A006$merged_2_2315334-2344770_AFBU00000000_PHAGE_Lister_A006$merged_5_2406426-2446744_NC_003212_PHAGE_Lister_A006$merged_1_2107317-2161568_NC_021839_PHAGE_Lister_A006(34)$merged_DQ003642$RevComp$$merged_KP399677$RevComp$$merged_2_1678824-1721678_NC_021829_PHAGE_Lister_A006(33)$RevComp$$merged_2_784578-827436_NC_021827_PHAGE_Lister_A006(34)$RevComp$$merged_2_985338-1028879_AADR00000000_PHAGE_Lister_A006$RevComp$$merged_2_2385719-2428592_NC_021840_PHAGE_Lister_A006(34)$RevComp$$merged_1_28-38112_NC_009815_PHAGE_Lister_A006$RevComp$",1,26278,"c(23, 22)"
"I-E","GCF_000446465.2$5_2045918-2095388_CP006784.1_PHAGE_Pectob_ZF40_NC_019522(13)$merged_5_2045918-2089366_NC_022648_PHAGE_Pectob_ZF40_NC_019522(13)$merged_5_1965849-1994906_CP002797_PHAGE_Entero_N15$merged_7_2176281-2194984_NC_009801_PHAGE_Entero_N15$merged_5_1969775-2000177_CP002797.2_PHAGE_Pseudo_PPpW_3_NC_023006(7)$merged_2_26095-53206_JMJC01000012_PHAGE_Escher_ep3_NC_025430(8)$RevComp$",2,"GCF_000446465.2",1,"5_2045918-2095388_CP006784.1_PHAGE_Pectob_ZF40_NC_019522(13)$merged_5_2045918-2089366_NC_022648_PHAGE_Pectob_ZF40_NC_019522(13)$merged_5_1965849-1994906_CP002797_PHAGE_Entero_N15$merged_7_2176281-2194984_NC_009801_PHAGE_Entero_N15$merged_5_1969775-2000177_CP002797.2_PHAGE_Pseudo_PPpW_3_NC_023006(7)$merged_2_26095-53206_JMJC01000012_PHAGE_Escher_ep3_NC_025430(8)$RevComp$",1,13294,"c(11, 9)"
